,Text,Tags
123,"Sy No 49/7, 49/14 & 49/15, Bahadurguda, Saroornagar, Telangana 500078, India",['Address']
124,"Unit 1, Neelam The Grand Calangute, Bardez, Post Office Rd, Goa 403516, India",['Address']
125,"DN 39/1/57, 3rd Floor, PVP Square, MG Rd, Moghalrajpuram, Vijayawada, Andhra Pradesh 520010, India",['Address']
126,"ASR Plaza, 80 Feet Rd, New LIG Colony, Anna Nagar, Sathamangalam, Tamil Nadu 625020, India",['Address']
127,"Shop no. 6, Ground Floor, Unity heights Plot No. 22, Beside, HP Petrol Pump & State Bank of India Nadiadwala colony, Swami Vivekananda Rd, Malad West, Mumbai, Maharashtra 400064, India",['Address']
128,"Plot No. M, FC 1, Fourth Floor, Mall of India, 03, Maharaja Agrasen Marg, Sector 18, Noida, Uttar Pradesh 201301, India",['Address']
129,"Ground Floor, Village, 34/1B, Whitefield - Hoskote Rd, opp. State Bank Of India, Belathur, Kadugodi, Bengaluru, Karnataka 560067, India",['Address']
130,"Shop No. 5 & 6, New SAC, Indian Institute of Technology, Kanpur, Uttar Pradesh 208016, India",['Address']
131,"Plot No. 274, Ground Floor, India Plaza Building, Jilha Peth Road Swatantra Chowk, Opposite Police Head Quarters, Jalgaon, Maharashtra 425001, India",['Address']
132,"Plot No. DS-22, Jagdeva Plaza, Kankarbagh Main Rd, P C Colony, Lohia Nagar, Patna, Bihar 800020, India",['Address']
133,"Ground Floor, New No. 1068 & 321 (1-2) (OLD), 8 Civil Lines, opp. Methodist Girls college, Roorkee, Uttarakhand 247667, India",['Address']
134,"Plot No. 29, Ground Floor, Sector A, Indrapuri, Bhopal, Madhya Pradesh 462023, India",['Address']
135,"Old.148, Survey No.345, 1st Floor, Best Towers, Rajiv Gandhi Salai, opp. Cognizant, Indira Nagar, Thoraipakkam, Tamil Nadu 600096, India",['Address']
136,"Ground Floor, G 1, 2, 3 & 4, Raj Castle Building Final Plot No. 369, TP Scheme, No. 2, Ellora Park Rd, Vadodara, Gujarat 390007, India",['Address']
137,"Ground floor, Plot No. 73A, Block No. C-4 Yamuna Puri residential scheme Wazirabad Road, Service Ln, Yamuna Vihar, New Delhi, Delhi 110053, India",['Address']
138,"Ground Floor MAYFAIR Block- A, Lokhra Rd, AdaGudam, Guwahati, Assam 781034, India",['Address']
139,"First Floor, Old No. 118, New, 28, Gopathi Narayanaswami Chetty Rd, opposite Hotel Peninsula, T. Nagar, Chennai, Tamil Nadu 600017, India",['Address']
140,"Spittelstraße 3, 67655 Kaiserslautern, Germany",['Address']
141,"Stralsunder Str. 61, 13355 Berlin, Germany",['Address']
142,"Prenzlauer Allee 231, 10405 Berlin, Germany",['Address']
143,"Spaldingstraße 110, 20097 Hamburg, Germany",['Address']
144,"Oranienstraße 52, 10969 Berlin, Germany",['Address']
145,"Bahnhofstraße 36, 65185 Wiesbaden, Germany",['Address']
146,"Potsdamer Str. 70, 10785 Berlin, Germany",['Address']
147,"Pelkovenstraße 42, 80992 München, Germany",['Address']
148,"Friedenstraße 14, 93053 Regensburg, Germany",['Address']
149,"Dresdner Str. 69, 04317 Leipzig, Germany",['Address']
150,"Moselweißer Str. 7, 56073 Koblenz, Germany",['Address']
151,"Wölfelstraße 16, 95444 Bayreuth, Germany",['Address']
152,"Gerichtstraße 41, 13347 Berlin, Germany",['Address']
153,"Schloßstraße 13-15, 60486 Frankfurt am Main, Germany",['Address']
154,"Reuterweg 80, 60323 Frankfurt am Main, Germany",['Address']
155,"Karl-Liebknecht-Straße 63A, 15230 Frankfurt (Oder), Germany",['Address']
156,"Mittelstraße 1, 53175 Bonn, Germany",['Address']
157,"Boschetsrieder Str. 136, 81379 München, Germany",['Address']
158,"Alicenstraße 14, 35390 Gießen, Germany",['Address']
159,"Eichborndamm 292, 13437 Berlin, Germany",['Address']
160,"Hardenbergpl. 11, 10623 Berlin, Germany",['Address']
161,"Europaplatz 1, 10557 Berlin, Germany",['Address']
162,"Ossecker Str. 177, 95030 Hof, Germany",['Address']
163,"Ulmer Str. 15, 72555 Metzingen, Germany",['Address']
164,"Friedrichstr. 141-142 Ecke Georgenstr. (S-Bahnhof, 10117 Berlin, Germany",['Address']
165,"Friedrichstraße 207, 10969 Berlin, Germany",['Address']
166,"Trankgasse 11, 50667 Köln, Germany",['Address']
167,"Friedrichstraße 141-142, 10117 Berlin, Germany",['Address']
168,"Willy-Brandt-Platz 17, 68161 Mannheim, Germany",['Address']
169,"Goethestraße 74, 80336 München, Germany",['Address']
170,"Am Hauptbahnhof 1, 60329 Frankfurt am Main, Germany",['Address']
171,"Mercedesstraße 13, 40470 Düsseldorf, Germany",['Address']
172,"Opelstraße 1, 78467 Konstanz, Germany",['Address']
173,"Leipziger Pl. 12-13, 10117 Berlin, Germany",['Address']
174,"Diesterwegpl. 51, 60594 Frankfurt am Main, Germany",['Address']
175,"Rixbecker Str. 2, 59555 Lippstadt, Germany",['Address']
176,"Karlspl. 10, 80335 München, Germany",['Address']
177,"Handwerkstraße 2, 70565 Stuttgart, Germany",['Address']
178,"Saalestraße 83, 12055 Berlin, Germany",['Address']
179,"Südeinfahrt 3, 84347 Pfarrkirchen, Germany",['Address']
180,"Alexanderpl. 8, 10178 Berlin, Germany",['Address']
181,"Am Landwehrbach 2, 44575 Castrop-Rauxel, Germany",['Address']
182,"Elly-Beinhorn-Straße 1a, 65760 Eschborn, Germany",['Address']
183,"Buckower Damm 11, 12349 Berlin, Germany",['Address']
184,"Erwitter Str. 119, 59557 Lippstadt, Germany",['Address']
185,"Sonnenstraße 6, 80331 München, Germany",['Address']
186,"Mainzer Landstraße 405, 60326 Frankfurt am Main, Germany",['Address']
187,"Landsberger Allee 119, 10407 Berlin, Germany",['Address']
188,"Wilhelm-Maybach-Straße 3, 89312 Günzburg, Germany",['Address']
189,"Regensburger Str. 336, 90480 Nürnberg, Germany",['Address']
190,"Helmut-Käutner-Straße 2, 45127 Essen, Germany",['Address']
191,"Paulsternstraße 16, 13629 Berlin, Germany",['Address']
192,"Gaußstraße 2, 85221 Dachau, Germany",['Address']
193,"Storgata 84, 9008 Tromsø, Norway",['Address']
194,"Torget 7, 4006 Stavanger, Norway",['Address']
195,"Storgata 15, 0155 Oslo, Norway",['Address']
196,"Valkyriegata 13, 0366 Oslo, Norway",['Address']
197,"Kongens gate 9, 7013 Trondheim, Norway",['Address']
198,"Nedre Slottsgate 21, 0157 Oslo, Norway",['Address']
199,"Klingenberggata 4, 0161 Oslo, Norway",['Address']
200,"Svinesundparken 8, 1788 Berg i Østfold, Norway",['Address']
201,"Sjøfartsgata 2A, 7714 Steinkjer, Norway",['Address']
202,"Torgallmenningen 11, 5014 Bergen, Norway",['Address']
203,"Søregata 7, 4006 Stavanger, Norway",['Address']
204,"Torgny Segerstedts Vei 11, 0372 Oslo, Norway",['Address']
205,"Elvegata 6, 2815 Gjøvik, Norway",['Address']
206,"Park, Gardermoen, 2060 Gardermoen, Norway",['Address']
207,"Thorvald Meyers gate 35-41, 0555 Oslo, Norway",['Address']
208,"Barstølveien 29-35, 4636 Kristiansand, Norway",['Address']
209,"Dalsetveien 2A, 4018 Stavanger, Norway",['Address']
210,"Parking lot, Sliperivegen 2, 2609 Lillehammer, Norway",['Address']
211,"Strømsveien 241A, 0668 Oslo, Norway",['Address']
212,"Askerveien 71, 1384 Asker, Norway",['Address']
213,"Bølervegen 36, 2016 Frogner, Norway",['Address']
214,"Bryggesporden 2, 5014 Bergen, Norway",['Address']
215,"Pilestredet 57, 0350 Oslo, Norway",['Address']
216,"Sørkedalsveien 9A, 0369 Oslo, Norway",['Address']
217,"Lørenveien 50, 0580 Oslo, Norway",['Address']
218,"Kirkeristen 2, 0155 Oslo, Norway",['Address']
219,"Minde allé 36, 5068 Bergen, Norway",['Address']
220,"Fernanda Nissens Gate 3, 0484 Oslo, Norway",['Address']
221,"Ringvegen 4, 2050 Jessheim, Norway",['Address']
222,"Langbølgen 5, 1150 Oslo, Norway",['Address']
223,"Kongens gate 26, 1530 Moss, Norway",['Address']
224,"Verksgata 12a, 4013 Stavanger, Norway",['Address']
225," Jongsåsveien 2A, 1338 Sandvika, Norway",['Address']
226,"Bergensveien 2, 0963 Oslo, Norway",['Address']
227,"Åsane senter, Åsane Senter, 5116 Ulset, Norway",['Address']
228,"Engebrets vei 7, 0275 Oslo, Norway",['Address']
229,"Kokstadvegen 9, 5267 Kokstad, Norway",['Address']
230,"Thorvald Meyers gate 72, 0552 Oslo, Norway",['Address']
231,"Parkalleen 2, 2000 Lillestrøm, Norway",['Address']
232,"Sognsveien 75 A, 0855 Oslo, Norway",['Address']
233,"Lyderhornsveien 353, 5171 Loddefjord, Norway",['Address']
234,"Strømsveien 96, 0663 Oslo, Norway",['Address']
235,"Nowy ?wiat 34, 00-363 Warszawa, Poland",['Address']
236,"Rynek G?ówny 22, 31-008 Kraków, Poland",['Address']
237,"Samuela Bogumi?a Lindego 1, 30-148 Kraków, Poland",['Address']
238,"al. Jerozolimskie 117, 00-805 Warszawa, Poland",['Address']
239,"Magiczna 6, 03-289 Warszawa, Poland",['Address']
240,"Jana Kazimierza 66/Lokal U1, 01-248 Warszawa, Poland",['Address']
241,"Aleja Rzeczypospolitej 27a, 02-972 Warszawa, Poland",['Address']
242,"Staromiejska 12, 40-013 Katowice, Poland",['Address']
243,"ul. Targowa 72 lok 109 Centrum Handlowe Wile?ska, 03-734 Warszawa, Poland",['Address']
244,"Towarowa 35, 00-869 Warszawa, Poland",['Address']
245,"Szewska 11, 40-649 Katowice, Poland",['Address']
246,"aleja Rzeczypospolitej 33, 80-463 Gda?sk, Poland",['Address']
247,"Milcza?ska 1, 61-132 Pozna?, Poland",['Address']
248,"Rakowiecka 41, 02-001 Warszawa, Poland",['Address']
249,"Ground floor, Plot No. 73A, Block No. C-4 Yamuna Puri residential scheme Wazirabad Road, Service Ln, Yamuna Vihar, New Delhi, Delhi 110053, India",['Address']
250,"""Piens Rimi",['Item']
251,"pasteriz6ts 2,5%, 1,51""",['Item']
252,"""HE EOG UNICORN TWIN SUPER GLUE USG-99-",['Item']
253,"9997368063013 1X 5.20 5.20 $""",['Item']
254,"""2000160000024 1 15.0 i 3",['Item']
255,"20"""" 1.6 KG X SOGHM BIG SIREICH FILN 72""",['Item']
256,DELICIA CHOCOLATE [50G)L 9586231110046 1 3.55 3.55 3.55 ZR,['Item']
257,"""GARDENIA ORIGINAL CLASSIC JUMBO (600G]",['Item']
258,"9556127101331 1 1.41 1.50 1.50 SR""",['Item']
259,"""HU: 1S LIME 50G",['Item']
260,"8850199320727 4 1.42 1.51 1.51 SR""",['Item']
261,"""DOREMON CATCAT JOY 15G",['Item']
262,"885019932072; 4 142 1.51 1.51 SR""",['Item']
263,MINUTE MAID PULPY [OREN] [350ML],['Item']
264,SAN SE 1 2.30 2.44 2.44 SR,['Item']
265,"""UNUTE ‘TOREN! {350ML]",['Item']
266,"4 1 I 1.60 1.60 SR""",['Item']
267,"""OM DRINK SGOML",['Item']
268,95596703121 2.74 2.90 2.90 SR,['Item']
269,"100 Fit """,['Item']
270,"""1059 18W SQ WW BK SUR LED LIGHT",['Item']
271,1059 SQUARE BLACK FRAME,['Item']
272,"2 * RM 18.77 UNI ( 2.25)=RM 37.55""",['Item']
273,1 #1 CHKN PLATE $8.39,['Item']
274,1 + AVOCADO $1.95,['Item']
275,1 MD. DRINK $2.29,['Item']
276,1 Coffee 3.00,['Item']
277,2 Lunch 45.90,['Item']
278,1 Coke 3.00,['Item']
279,Steak Tip Skevers $ 12.99,['Item']
280, Piatto Gorgonzola 3 12.99,['Item']
281,Root Beer $2.50,['Item']
282,1 CHicharon $225,['Item']
283,3 Pupusa Queso $6.75,['Item']
284,1 Platanos Orden $7.75,['Item']
285,1 Diet coke $1.50,['Item']
286,2 Quesadilla salvadorena $4.00,['Item']
287,Hamachi Collar $12.00,['Item']
288,Mega Poke Bowl $17.00,['Item']
289,Hamachi - Sashimi $12.00,['Item']
290,Maguro - Sashimi $11.00,['Item']
291,Salmon - Sashimi $10.00,['Item']
292,3 Sockeye Salmon - Sashimi,['Item']
293,Hamachi Japapeno $12.00,['Item']
294,Salmon Collar $10.00,['Item']
295,Escolar - Sashimi $11.00,['Item']
296,1 Glenmont Roll $ 1.20,['Item']
297,2 Salmon R 20.22,['Item']
298,Philly R 1 X 1.20 1.20 GBP,['Item']
299,2 Enchi Omelete SHREDDED BEEF,['Item']
300,Hashbrowns Side 2 12.30,['Item']
301,1 Open Food SHREDDED BEEG,['Item']
302,1 Pho Ga (Small) 8.00,['Item']
303,1 Pho Ga (Large) 9.00,['Item']
304,1 Gor Cuon 5.25,['Item']
305,Pulled Pork Sand $8.50,['Item']
306,Creamed Corn[Small] $3.35,['Item']
307,Mac & Cheese[sm] $4.20,['Item']
308,Wells Fargo $64.43,['Item']
309,Maryland Crab Cakes,['Item']
310,Chicken Caprese,['Item']
311,Chix Parm Sandwich,['Item']
312,2 Little Juicy Pork Buns $5.25,['Item']
313,1 Beef w Bak Choy (L) $8.75,['Item']
314,1 Hunan Beef (1) $8.75,['Item']
315,Shrimp Entrée 21.00,['Item']
316,Mac n Cheese,['Item']
317,French Fries,['Item']
318,BBO & Blue,['Item']
319,#114 Garlic Delight,['Item']
320,Chang (26$3.50),['Item']
321,"""#128 Red Curry",['Item']
322,"[Chicken] [5***+*] [Smal] Brown Rice]""",['Item']
323,"""#114 Garlic Delight",['Item']
324,,['Item']
325,[Chicken] [5**###] [Smal] Brown Rice],['Item']
326,"$10""",['Item']
327,71 26.Fish Goulash $19.95,['Item']
328,1 30.Dullet $20.95,['Item']
329,"1 34. Vegetarian Dish ,  22.55 $",['Item']
330,1 Dal Fry : 10.93,['Item']
331,1 Paneer Butter Masala 2.83,['Item']
332,2 rice 3.98,['Item']
333,"1 Special Biryani 14,99",['Item']
334,Taco Salad 15.49,['Item']
335,Ground Beef 10.22,['Item']
336,Add Chicken Fajita 8.99,['Item']
337,Pechuga de Pollo 18.99,['Item']
338,bade 43.47,['Item']
339,TMACRCHZ - SMALL 1.19,['Item']
340,1 COLL GRN - SMALL 1.19,['Item']
341,1 CORN BREAD .62,['Item']
342,TS WINGS 5.75,['Item']
343,"""",['Item']
344,"SPCY FRY 2.22""",['Item']
345,1 BIL BEER 5.00,['Item']
346,1 BRUSSELS SPROUTS 00,['Item']
347,1 CANTONESE TENDERS 00,['Item']
348,1 GRILLED CHEESE -00,['Item']
349,"""1 $ ADD GARLIC FRIES 50",['Item']
350,"""",['Item']
351,1 coffee 20.22,['Item']
352,1 Blass House Wine Re 2.22,['Item']
353,1 Escargot Bourauigonne oe,['Item']
354,1 Duckling ale Arancio 5.22,['Item']
355,"""CHOW MEIN",['Item']
356,FRIED RICE,['Item']
357,FRIED/C MEIN,['Item']
358,ORANGE CKN,['Item']
359,"GRILL TERIYAKI CKN""",['Item']
360,PEPPERCORN SHRIMP. 12.00,['Item']
361,1 Lump Crab & Spinach Dip 15.99,['Item']
362,1 Cajun Combo 18.95,['Item']
363,1 Lunch Shrimp & Andoui Te i230),['Item']
364,1 Coffee $1.45,['Item']
365,1 Tea $1.45,['Item']
366,1 Waffle $5.50,['Item']
367,1 Old Fashion French Toast $4.50,['Item']
368,1 Side Home Fries $2.95,['Item']
369,1 Banana $2.95,['Item']
370,1 Whipped Cream $2.50,['Item']
371,1 W/ 2 EGGS $2.95,['Item']
372,"""WAC & CHEESE",['Item']
373,YAMS,['Item']
374,"SIDE (SM), x3 12.00""",['Item']
375,"""1 Guaca Chicharron $13.99",['Item']
376,"""",['Item']
